Longitude,Latitude,Loc_ID,Type
125.5852384,8.967718724,Agusan del Norte-Butuan City-Baan Km 3,Village
125.5635881,8.969250463,Agusan del Norte-Butuan City-Baan Riverside Poblacion,Village
125.5223243,8.979476072,Agusan del Norte-Butuan City-Babag,Village
125.5425045,8.979036557,Agusan del Norte-Butuan City-Bading Poblacion,Village
125.4859769,8.949443418,Agusan del Norte-Butuan City-Bancasi,Village
125.5597554,8.990546858,Agusan del Norte-Butuan City-Banza,Village
125.5877211,9.030790421,Agusan del Norte-Butuan City-Baobaoan,Village
125.6392331,8.940924564,Agusan del Norte-Butuan City-Basag,Village
125.5375323,8.960702941,Agusan del Norte-Butuan City-Bayanihan Poblacion,Village
125.596276,8.868429144,Agusan del Norte-Butuan City-Bilay,Village
125.502246,8.908333638,Agusan del Norte-Butuan City-Bit-Os,Village
125.5234802,8.865857271,Agusan del Norte-Butuan City-Bitan-Agan,Village
125.5687155,9.001973706,Agusan del Norte-Butuan City-Bobon,Village
125.5224663,8.937039268,Agusan del Norte-Butuan City-Bonbon,Village
125.5807279,8.833317722,Agusan del Norte-Butuan City-Bugabus,Village
125.6796942,8.971363823,Agusan del Norte-Butuan City-Bugsukan,Village
125.5667452,8.960654616,Agusan del Norte-Butuan City-Buhangin Poblacion,Village
125.5908433,9.005871896,Agusan del Norte-Butuan City-Cabcabon,Village
125.6430619,8.907279209,Agusan del Norte-Butuan City-Camayahan,Village
125.5499405,8.958333114,Agusan del Norte-Butuan City-Dagohoy Poblacion,Village
125.5843637,8.783723547,Agusan del Norte-Butuan City-Dankias,Village
125.6689853,8.932706055,Agusan del Norte-Butuan City-De Oro,Village
125.5558704,8.960811397,Agusan del Norte-Butuan City-Diego Silang Poblacion,Village
125.6064816,8.884978605,Agusan del Norte-Butuan City-Don Francisco,Village
125.5305541,8.963309446,Agusan del Norte-Butuan City-Doongan,Village
125.5558649,8.853637584,Agusan del Norte-Butuan City-Dulag,Village
125.4630748,8.946935976,Agusan del Norte-Butuan City-Dumalagan,Village
